question,context,lang,answerable,answer_start,answer,answer_inlang,had_good_te,will_be_pseudo
ఒంటిమిట్టలోని కోదండ రామాలయాన్ని ఎప్పుడు నిర్మించారు?,"Kodandarama Temple is a Hindu temple dedicated to the god Rama, located in Vontimitta town in Rajampet taluk of Kadapa District in the Indian state of Andhra Pradesh. The temple, an example of Vijayanagara architectural style, is dated to the 16th century. It is stated to be the largest temple in the region. It is located at a distance of from Kadapa and is close to Rajampet. The temple and its adjoining buildings are one of the centrally protected monuments of national importance.",te,True,243,16th century,16వ శతాబ్దం,False,True
మైక్రోసాఫ్ట్ ప్రధానకార్యాలయం ఎక్కడ ఉంది ?,"Microsoft Corporation (MS) is an American multinational technology company with headquarters in Redmond, Washington. It develops, manufactures, licenses, supports and sells computer software, consumer electronics, personal computers, and related services. Its best known software products are the Microsoft Windows line of operating systems, the Microsoft Office suite, and the Internet Explorer and Edge web browsers. Its flagship hardware products are the Xbox video game consoles and the Microsoft Surface lineup of touchscreen personal computers. As of 2016, it is the world's largest software maker by revenue, and one of the world's most valuable companies. The word ""Microsoft"" is a portmanteau of ""microcomputer"" and ""software"". Microsoft is ranked No. 30 in the 2018 Fortune 500 rankings of the largest United States corporations by total revenue.",te,True,96,"Redmond, Washington","రెడ్మండ్, వాషింగ్టన్",False,True
2017 నాటికి వీరఘట్టం మండలంలో అక్షరాస్యత శాతం ఎంత?," census, Veeraghattam had a population of 14,315. The total population constitute, 6,911 males and 7,404 females —a sex ratio of 1071 females per 1000 males. 1,427 children are in the age group of 0–6 years, of which 741 are boys and 686 are girls. The average literacy rate stands at 70.89% with 8,638 literates, significantly higher than the district average of 61.70%. Owing to the tropical climate, agriculture and small scale business is the major occupation of the maximum population. There is no railway transport to this location , the nearest railway station is Parvatipuram at a distance of 27 km.",te,True,285,70.89%,70.89 శాతం,False,True
విద్య రామ్ తండ్రి పేరేంటి?,"Ram and Susan's daughter, Vidya Ram, became a journalist and graduated at the top of the class at her father's alma mater. She also won a Pulitzer fellowship, was an intern at The New York Times, a reporter at Forbes and is the European Correspondent at Business Line. ",te,True,0,Ram,రామ్,False,True
గ్లోబల్ మెటల్ చిత్ర దర్శకుడు ఎవరు?,"Global Metal is a 2007 documentary film directed by Scot McFadyen and Canadian anthropologist Sam Dunn. It is a follow-up to their successful 2005 documentary, """". The film's international premiere took place at the Bergen International Film Festival on October 17, 2007. ""Global Metal"" aims to show the impact of globalization on the heavy metal underground as well as how different people from different cultures are transforming heavy metal music.",te,True,52,Scot McFadyen and Canadian anthropologist Sam Dunn,స్కాట్ మెక్ ఫాడియన్ మరియు కెనడియన్ మానవ శాస్త్రవేత్త సామ్ డన్,False,True
విజయవాడకి గల మరొక పేరు ఏమిటి ?,"Other names of Vijayawada were being Vijayavata, Beejapuram, Kanakaprabha, Kanakapuram, Kanakawada, Jayapuri, Vijayapuri, Phalguna Kshetram & Jananathpura.",te,True,37,"Vijayavata, Beejapuram, Kanakaprabha, Kanakapuram, Kanakawada, Jayapuri, Vijayapuri, Phalguna Kshetram & Jananathpur","విజయావత, బీజపురం, కానకప్రభ, కానకపురం, కానకవాడ, జయపురి, విజయాపురి, పల్గునా క్షేత్రం & జననాథ్పూర్",False,True
పరుగు చిత్ర దర్శకుడు ఎవరు?,"Bhaskar, popularly known as Bommarillu Bhaskar, is a Telugu film director. In his early career, he worked as associate director on films ""Bhadra"" and ""Arya"". His directorial debut ""Bommarillu"" starring Siddarth Narayan and Genelia D'souza was a blockbuster, which earned him two Nandi Awards, for best debut director and best original screenplay. His next venture, ""Parugu"" starring Allu Arjun was a box office hit. ""Orange"" starring Ram Charan was his next film, which gained mixed response. His fourth film was ""Ongole Githa"" a revenge drama which was a box office and critical failure. His latest Tamil film Bangalore Naatkal starring Arya, Rana Daggubati, Samantha Ruth Prabhu, Sri Divya, Bobby Simha was released in 2016 and had mixed responses.",te,True,28,Bommarillu Bhaskar,బామరిల్లు భాస్కర్,False,True
2011 నాటికి గఢ్ చిరోలి జిల్లాలో ఎన్ని షెడ్యూల్డ్ తెగలు ఉన్నాయి?,"Scheduled caste and scheduled tribe population in the district is 108,824 and 371,696. The tribal community population that resides in the district is 38.3%. Seven languages are spoken in the district: Gondi, Madiya, Marathi, Hindi, Telugu, Bengali, and Chhattisgarhi.",te,True,66,"108,824 and 371,696","108,824 మరియు 371,696",False,True
బొబ్బిలి సింహం చిత్ర దర్శకులు ఎవరు ?,"Bobbili Brahmanna is a 1984 Telugu Action film, produced by U. Suryanarayana Raju under Gopi Krishna Movies and directed by K. Raghavendra Rao. It stars Krishnam Raju, Sharada and Jayasudha in the lead roles, with music composed by Chakravarthy. The film was recorded as a ""Blockbuster"" at the box office.",te,True,124,K. Raghavendra Rao,కె. రఘవేంద్ర రావు,False,True
అల్ఫ్రెడ్ టెన్నిసన్ రచించిన మొదటి పుస్తకం పేరు ఏంటి?,"At Cambridge, Tennyson met Arthur Hallam and William Henry Brookfield, who became his closest friends. His first publication was a collection of ""his boyish rhymes and those of his elder brother Charles"" entitled ""Poems by Two Brothers"", published in 1827.",te,True,214,Poems by Two Brothers,ఇద్దరు సోదరుల కవితలు,False,True
2018లో క్యూబా దేశ  అధ్యక్షుడు ఎవరు?,"The position is distinct from the First Secretary of the Communist Party of Cuba; although Fidel Castro held both positions from 1976 to 2008, and Raúl Castro held both positions from 2011 to 2018.",te,True,147,Raúl Castro,రౌల్ కాస్ట్రో,False,True
తెలుగు సంస్కృతి ప్రకారం నూతన సంవత్సరం ఏ పండుగతో ప్రారంభమవుతుంది?,"Ugadi (Ugādi, Samvatsarādi, Yugadi) is the New Year's Day for the people of Karnataka, Andhra Pradesh and Telangana states in India. It is festively observed in these regions on the first day of the Hindu lunisolar calendar month of Chaitra. This typically falls in March or April of the Gregorian calendar.",te,True,0,Ugadi,ఉగాది,False,True
2011 భారత జనగణన గణాంకాల ప్రకారం చింతపల్లి గ్రామ జనాభా ఎంత ?,"As of the 2011 census, The town has a population of 7,888 of which 4,196 are males and 3,692 are females. Average Sex Ratio of the town is 880 against state average of 993. Population of Children with age of 0-6 is 632 which is 8.01% of total population of Chintapalle. Child Sex Ratio in the town is around 945 compared to Andhra Pradesh state average of 939. Literacy rate of Chintapalle town is 79.80% higher than state average of 67.02%.",te,True,52,"7,888","7,888",False,True
వాడే వీడు చిత్ర దర్శకుడు ఎవరు?,"Vaade Veedu (English: This Man is That Man only) is a 1973 Telugu comedy drama film, produced by N. Ramabrahmam under the Sri Gowthami Pictures banner and directed by D. Yoganand. It stars N. T. Rama Rao, Manjula in the lead roles and music composed by Satyam.",te,True,167,D. Yoganand,డి. యోగాన్,False,True
వినాయక చవితి ఏ రోజు ప్రారంభం అవుతుంది?,"Ganesh Chaturthi (IAST: ), also known as Vinayaka Chaturthi () or Vinayaka Chavithi () is a Hindu festival celebrating the birth of Ganesha. It falls in the months of August or September of the Gregorian calendar. The festival is marked with the installation of Ganesha clay idols privately in homes, or publicly on elaborate pandals (temporary stages). Observations include chanting of Vedic hymns and Hindu texts such as , prayers and ""vrata"" (fasting). Offerings and ""prasadam"" from the daily prayers, that is distributed from the pandal to the community, include sweets such as modaka as it is believed to be a favorite of Lord Ganesh. The festival ends on the tenth day after start,but we end it by one and a half day where the idol is carried in a public procession with music and group chanting, then immersed in a nearby body of water such as a river or sea. In Mumbai alone, around 150,000 statues are immersed annually. thereafter the clay idol dissolves and Ganesha is believed to return to Mount Kailash to Parvati and Shiva. The festival celebrates Lord Ganesha as the God of New Beginnings and the Remover of Obstacles as well as the god of wisdom and intelligence and is observed throughout India, especially in the states such as Maharashtra, Madhya Pradesh, Karnataka, Goa, Telangana, Gujarat and Chhattisgarh, and is usually celebrated privately at home in states such as Tamil Nadu, and Andhra Pradesh. Ganesh Chaturthi is also observed in Nepal and by the Hindu diaspora elsewhere such as in Australia, Canada, Malaysia, Trinidad and Tobago, Guyana, Suriname, other parts of the Caribbean, Fiji, Mauritius, South Africa, United States, and in Europe (in Tenerife).",te,True,167,August,ఆగస్టు,False,True
భారతదేశంలో ఎత్తయిన ప్రదేశం ఏది ?,"Kangchenjunga, also spelled Kanchenjunga, is the third highest mountain in the world. It lies between Nepal and Sikkim, India, with three of the five peaks (Main, Central and South) directly on the border, and the remaining two (West and Kangbachen) in Nepal's Taplejung District. It rises with an elevation of in a section of the Himalayas called ""Kangchenjunga Himal"" delimited in the west by the Tamur River, in the north by the Lhonak Chu and Jongsang La, and in the east by the Teesta River.",te,True,0,"Kangchenjunga, also spelled Kanchenjunga, is the third highest mountain in the world","కాంగ్చెంజుంగా, దీనిని కాంచెంజుంగా అని కూడా పిలుస్తారు, ఇది ప్రపంచంలో మూడవ ఎత్తైన పర్వతం",False,True
గౌతమీపుత్ర శాతకర్ణి తెలుగు చిత్ర దర్శకుడు ఎవరు?,"Gautamiputra Satakarni (English: ""Satakarni, son of Gautami"") is a 2017 Telugu epic historical action drama film produced by Y. Rajeev Reddy, Jagarlamudi Saibabu on First Frame Entertainment banner and directed by Krish. The film stars Nandamuri Balakrishna, Shriya Saran, Hema Malini in the lead roles and music composed by Chirantan Bhatt. The film is based on the life of 2nd century AD Satavahana ruler Gautamiputra Satakarni. The film is Nandamuri Balakrishna's 100th film released on jan 12th around 1320 screens worldwide. The film was dubbed in Hindi by the same name, distributed by Aditya Movies Pliovevt Ltd.",te,True,214,Krish,కృష్,False,True
28 డిగ్రీల సెంటిగ్రేడ్ చిత్ర దర్శకుడు ఎవరు?,"David Andrew Leo Fincher (born August 28, 1962) is an American film director, film producer, television director, television producer, and music video director. He was nominated for the Academy Award for Best Director for ""The Curious Case of Benjamin Button"" (2008) and ""The Social Network"" (2010). For the latter, he won the Golden Globe Award for Best Director and the BAFTA Award for Best Direction.",te,True,0,David Andrew Leo Fincher,డేవిడ్ ఆండ్రూ లియో ఫిన్సర్,False,True
గమ్యం చిత్ర దర్శకుడు ఎవరు?,"Krish (born Radha Krishna Jagarlamudi) is an Indian film director, known for his works in Telugu cinema and Bollywood. He made his directorial debut in 2008 with ""Gamyam"" and followed it up with ""Vedam"" in 2010. Both films garnered widespread critical acclaim, fetching him the Nandi Award and Filmfare Award for Best Director. In 2015, he directed the period war drama film, ""Kanche"" setup in Nazi Germany, the film has garnered the National Film Award for Best Feature Film in Telugu. ""Kanche"" was selected for the ""Indiwood Panorama Competition section"" at the 2nd edition of ""Indiwood Carnival 2016"" in Hyderabad. In 2017, his directorial venture Gautamiputra Satakarni has gained critical acclaim and a huge box office success. He directed the epic released on 25 January 2019.",te,True,12,Radha Krishna Jagarlamudi,రాధా కృష్ణ జగర్లముడి,False,True
విశాఖపట్నం జిల్లాలో ఉన్న అతిపెద్ద రెవెన్యూ డివిజన్ ఏది?,"Revenue Divisions are the administrative divisions in districts of some of the Indian states. These divisions are sub-divided into mandals. The mandals are in turn divided into villages and hamlets. There are 50 revenue divisions in Andhra Pradesh, of which East Godavari district has as many as seven divisions and Vizianagaram district has the fewest with two divisions. Revenue Divisional Officer (RDO) is the head of the division.",te,True,358,two divisions,రెండు విభాగాలు,False,True
ఒలింపిక్స్ గుర్తులో ఎన్ని రంగులు ఉంటాయి ?,"The rings are five interlocking rings, coloured blue, yellow, black, green, and red on a white field, known as the ""Olympic rings"". The symbol was originally designed in 1912 by de Coubertin. He appears to have intended the rings to represent the five continents: Europe, Asia, Africa, Oceania, and America. According to Coubertin, the colours of the rings together with the white of the background included the colours composing every competing nation's flag at the time. Upon its initial introduction, Coubertin stated the following in the August 1912 edition of ""Olympique"":",te,True,14,five,ఐదు,False,True
నరేంద్రమోడి ఎప్పుడు జన్మించాడు?,"Narendra Modi was born on 17 September 1950 to a family of grocers in Vadnagar, Mehsana district, Bombay State (present-day Gujarat). He was the third of six children born to Damodardas Mulchand Modi (c.1915 – 1989) and Hiraben Modi (born c.1920). Modi's family belonged to the Modh-Ghanchi-Teli (oil-presser) community, which is categorised as an Other Backward Class by the Indian government.",te,True,26,17 September 1950,"సెప్టెంబరు 17, 1950",False,True
భారతదేశంలో రెండు వేల రూపాయలు నోటు ఏ రంగులో ఉంటుంది?,"The new 2000 banknote is a 66 mm × 166 mm violet shade coloured note, with the obverse side featuring a portrait of Mahatma Gandhi, the Ashoka Pillar Emblem, and the signature of Reserve Bank of India Governor. It has Braille print on it, to assist the visually challenged in identifying the currency. The reverse side features a motif of the Mangalyaan, representing India's first interplanetary space mission, and the logo and tag line for Swachh Bharat Abhiyan.",te,True,42,violet,వైలెట్,False,True
వాల్టర్ ఎప్పుడు జన్మించాడు?,"Walter Hahn (born 20 August 1987) is an Austrian professional wrestler and trainer. He is currently signed to WWE, where he performs on the NXT UK brand under the ring name Walter (usually stylised as WALTER). He has appeared in a number of independent promotions around the world, most notably Westside Xtreme Wrestling, Pro Wrestling Guerrilla (PWG), where he is a former one-time PWG World Champion, and Progress Wrestling, where he is the current Progress World Champion in his first reign.",te,True,18,20 August 1987,1987 ఆగస్టు 20,False,True
ఆంధ్ర ప్రదేశ్ రాష్ట్ర గీతాన్ని ఎవరు రచించారు?,"Shankarambadi Sundarachari (10 August 1914 – 8 April 1977) was an Indian writer and poet in the Telugu language, although of Tamil origin. He wrote ""Maa Telugu Talliki, Malleypu Danda"", the anthem of the present-day Indian state of Andhra Pradesh.",te,True,0,Shankarambadi Sundarachari,శంకరంబడి సుందరచారి,False,True
సువర్ణసుందరి చిత్ర దర్శకుడు ఎవరు?,"Suvarna Sundari (English: Golden Beauty) is a 1957 Telugu swashbuckling adventure fantasy film, produced by P. Adinarayana Rao under the Anjali Pictures banner and directed by Vedantam Raghavaiah. It stars Akkineni Nageswara Rao, Anjali Devi in the lead roles and music also composed by Adinarayana Rao. The film was simultaneously shot in Tamil as ""Manaalane Mangaiyin Baakkiyam"". The Tamil version was released first. Lata Mangeshkar suggested that ""Manaalane Mangaiyin Baakkiyam"" be remade in Hindi instead of dubbing the film. It was then made in Hindi with the title same as the Telugu version. Akkineni Nageswara Rao and Anjali Devi did their roles in the Hindi version as well; it was the only Hindi movie in ANR's film career, while Gemini Ganesan played the male lead role in the Tamil version. The film was considered a ""blockbuster"" at the box office.",te,True,176,Vedantam Raghavaiah,వెదంతం రఘవయా,False,True
ఠాణే జిల్లా లో మొదటి రైల్వేస్టేషన్ ఎక్కడ కట్టారు?,"Thane was the terminus for the first ever passenger train in India. On 16 April 1853, the first passenger train service was inaugurated between (Now renamed Chatrapati Shivaji Terminus), Mumbai, and Thane. Covering a distance of , it was hauled by three locomotives: Sahib, Sindh, and Sultan.",te,True,0,Thane,థాన్,False,True
అంతరిక్షం చిత్ర దర్శకుడు ఎవరు?,"Antariksham 9000 KMPH is a 2018 Indian Telugu-language science fiction adventure film written and directed by Sankalp Reddy. The film stars Varun Tej, Aditi Rao Hydari and Lavanya Tripathi. The first look of the film was released on India's Independence Day, 15 August 2018. The teaser was released on 17 October 2018. The trailer was released on 9 December 2018. The film released on December 21, 2018. The film will be dubbed in several languages. This film was regarded as the first space-based Telugu science fiction film. The film received mixed reviews from the critics praising the performances of the lead actors Varun Tej, Aditi Rao Hydari, and Lavanya Tripathi.",te,True,110,Sankalp Reddy,శంఖల్ప్ రెడ్డి,False,True
ఫెర్రానియా స్థాపించింది ఎవరు ?,"The roots to the Ferrania company lie with the 1882-founded explosives manufacturer SIPE (Società Italiana Prodotti Esplodenti, ""Italian Society of Explosive Products""). World War I saw a wide extension of business for SIPE, including the establishment of a new plant situated in the ""Ferrania"" hamlet of Cairo Montenotte. With the production and chemical properties of explosives and early film being very similar, towards the end of the war in 1917 SIPE founded a subsidiary called FILM (""Fabbrica Italiana Lamine Milano"", ""Italian Lamination Factory, Milan"") co-owned by the French Pathé Brothers, which effectively became the film company Ferrania, founded in 1923.",te,True,585,Pathé Brothers,పాథే సోదరులు,False,True
ప్రపంచ వ్యాప్తంగా ఎక్కువగా బంగారంని ఉత్పత్తి చేసే దేశం ఏది ?,"In 2016, five of the world's 10 largest producing regions recorded growth in output, they are: China (450 tons +5), Russia (250 +8 tons), USA (209 tons +9), Canada (170 tons +10), Mexico (125 tons +5) and Indonesia (100 tons +25); In 2015 only Australia, Peru, Mexico, Uzbekistan and Indonesia produced more than the year before.
In 2013, nine of the world's 14 major producing regions recorded growth in output, they are: Australia, Brazil, Canada, Chile, China, Indonesia, Mexico, Papua New Guinea and Russia; In 2012 only Canada, China, Ghana, Mexico, Peru and Russia produced more than the year before. In 2013, the world's five leading gold producers, in order of total production were China (420 tons +17), Australia (250 tons +5), US (227 tons -8), Russia (218 tons +2), South Africa (145 tons -15). In 2011, all of the world's 14 major producing countries recorded growth in output except for Peru, Indonesia and Brazil (global primary production up 5.5%); list was led by China (355 tons), Australia (270 tons), USA (237 tons), Russia (200 tons), South Africa (190 tons). South Africa's drop in output (down 10% from 2010 to 2012) is not a result of resource depletion but rather high production costs.",te,True,95,China,చైనా,False,True
కురియన్ జోసెఫ్ సుప్రీమ్ కోర్ట్ న్యాయమూర్తి గా ఎప్పుడు బాధ్యతలు స్వీకరించాడు?,"In 2000, Joseph was appointed as a judge of the Kerala High Court. In February 2010, he was elevated as Chief Justice of the Himachal Pradesh High Court. On 8 March 2013, he became a judge of Supreme Court of India.",te,True,70,February 2010,ఫిబ్రవరి 2010,False,True
ఈఫిల్ టవర్ ఎత్తు ఎంత?,"A television antenna was first installed on the tower in 1957, increasing its height by 18.7 m (61.4 ft). Work carried out in 2000 added a further 5.3 m (17.4 ft), giving the current height of 324 m (1,063 ft). Analogue television signals from the Eiffel Tower ceased on 8 March 2011.",te,True,193,324 m,324 మీటర్లు,False,True
2018లో మధ్యప్రదేశ్ రాష్ట్ర గవర్నర్ ఎవరు?,"Anandiben Patel (born 21 November 1941) is an Indian politician and the current Governor of Madhya Pradesh and Governor of Chhattisgarh and former Chief Minister of Gujarat, a western state of India. She was the first woman chief minister of the state. She is a member of the Bharatiya Janata Party (BJP) since 1987. She was the Cabinet Minister for Education from 2002 to 2007.",te,True,0,Anandiben Patel,అనండిబెన్ పటేల్,False,True
ఈఫిల్ టవర్ పొడవు ఎంత?,"The tower is tall, about the same height as an 81- building, and the tallest structure in Paris. Its base is square, measuring on each side. During its construction, the Eiffel Tower surpassed the Washington Monument to become the tallest man-made structure in the world, a title it held for 41 years until the Chrysler Building in New York City was finished in 1930. Due to the addition of a broadcasting aerial at the top of the tower in 1957, it is now taller than the Chrysler Building by . Excluding transmitters, the Eiffel Tower is the second tallest free-standing structure in France after the Millau Viaduct.",te,True,30,ame height as an 81- building,ఎత్తు 81- భవనం,False,True
తూర్పు గోదావరి జిల్లాలోని రంగరాయ మెడికల్ కాలేజీని ఎప్పుడు స్థాపించారు?,"The Government General Hospital would serve as the teaching hospital. Within 21/2 months two lecture halls and a dissection hall were constructed and ready for occupation. The formal inauguration of the Rangaraya Medical College was done on 17 November 1958 by Sri. N. Sanjeeva Reddy, the then chief minister of Andhra Pradesh. The paraclinical departments, the central library, and two more lecture galleries were constructed opposite to the hospital. The hospital began to see expansion in the late 1960s and 1970s.",te,True,253,1958,1958 వ సంవత్సరం,False,True
గూఢచారి చిత్ర దర్శకుడు ఎవరు?,"Goodachari (English: Spy) is a 2018 Indian Telugu language spy thriller film directed by Sashi Kiran Tikka. The film stars Adivi Sesh, Sobhita Dhulipala, and Madhu Shalini in the lead roles, while Prakash Raj, Jagapati Babu, Supriya Yarlagadda, and Vennela Kishore appear in supporting roles. The film features music composed by Sricharan Pakala, Cinematography by Shaneil Deo and editing by Garry Bh. The film was released on 3 August 2018 to positive reviews, and became a sleeper hit. The film grossed in its first weekend. Adivi Sesh , Sashi Kiran Tikka and Rahul Pakala won the best screenplay from Zee cine awards 2018.",te,True,89,Sashi Kiran Tikka,సాషి కిరాన్ టిక్కా,False,True
కిషోర్ కుమార్ ఎక్కడ జన్మించాడు?,"Kishore Kumar was born in a Bengali family in Khandwa, Central Provinces (now in Madhya Pradesh) as Abhas Kumar Ganguly. His father, Kunjalal Ganguly (Gangopadhyay) was a lawyer and his mother, Gouri Devi came from a wealthy Bengali family and was a home-maker. Kunjalal Gangopadhyaya was invited by the Kamavisadar Gokhale family of Khandwa to be their personal lawyer. Kishore was the youngest of four siblings, the older three being Ashok (the eldest), Sati Devi, and Anoop.",te,True,46,Khandwa,ఖండ్వా,False,True
వైశాలి జిల్లాలో ముఖ్య పట్టణం ఏది?,Hajipur is the headquarters of Vaishali after its separation from Muzaffarpur district on 12 October 1972. It is located at . It has an average elevation of 46 metres (150 ft).,te,True,0,Hajipur,హజీపూర్,False,True
జూన్‌ నెలలో ఎన్ని రోజులు ఉంటాయి?,"June is the sixth month of the year in the Julian and Gregorian calendars, the second of four months to have a length of 30 days, and the third of five months to have a length of less than 31 days. June contains the summer solstice in the Northern Hemisphere, the day with the most daylight hours, and the winter solstice in the Southern Hemisphere, the day with the fewest daylight hours (excluding polar regions in both cases). June in the Northern Hemisphere is the seasonal equivalent to December in the Southern Hemisphere and vice versa. In the Northern Hemisphere, the beginning of the traditional astronomical summer is 21 June (meteorological summer begins on 1 June). In the Southern Hemisphere, meteorological winter begins on 1 June.",te,True,121,30,30,False,True
ఎదురు లేని మనిషి చిత్ర దర్శకుడు ఎవరు?,"Edhruleni Manishi is a 2001 Telugu, faction drama film produced by D. Siva Prasad Reddy under the Kamakshi Movies banner, directed by Jonnalagadda Srinivasa Rao. It stars Nagarjuna Akkineni, Soundarya and Shenaz Treasurywala in the lead roles, with music composed by S. A. Rajkumar.",te,True,134,Jonnalagadda Srinivasa Rao,జోన్నలాగాడా శ్రీనివాసా రావు,False,True
బారోమీటర్ ను ఎవరు కనుగొన్నారు?,"Evangelista Torricelli (, ; 15 October 160825 October 1647) was an Italian physicist and mathematician, best known for his invention of the barometer, but is also known for his advances in optics and work on the method of indivisibles.",te,True,0,Evangelista Torricelli,ఎవాంజెలిస్టా టోరిసెల్లీ,False,True
సంక్రాంతి చిత్ర నిర్మాత పేరేమిటి ?,"Sankranti is a Telugu film, produced by R. B. Choudary under Super Good Films, and directed by Muppalaneni Shiva. The film features an ensemble cast of Venkatesh, Srikanth, Siva Balaji, Arti Agarwal, Sneha,and Sangeetha in lead roles. The music was composed by S.A. Rajkumar. ",te,True,40,R. B. Choudary,ఆర్. బి. చౌదరి,False,True
బహుమతి చిత్ర దర్శకుడు ఎవరు?,"Bahumati is an Indian romantic comedy-drama, released in 2007. The film is both written and directed by S. V. Krishna Reddy under R.R Movie Makers. The film stars Venu Thottempudi, Sangeetha, Shabana Khan and Ali. It is a remake of the 1994 film ""It Could Happen to You"".",te,True,104,S. V. Krishna Reddy,ఎస్. వి. కృష్ణ రెడ్డి,False,True
సర్ ఆర్థర్ కాటన్ గోదావరి నది పై నిర్మించిన అతిపెద్ద వంతెన ఏది?,"After completing the Godavari anicut Cotton shifted his attention to the construction of the aqueduct on Krishna River. The project was sanctioned in 1851 and completed by 1855. After completing the Krishna and Godavari anicuts, Cotton envisaged the storage of Krishna and Godavari river waters.",te,True,21,Godavari anicut,గోడావరీ ఎనిక్యుట్,False,True
కృష్ణా జిల్లా ఏ రాష్ట్రంలో ఉంది?,"Krishna district is an administrative district in the Coastal Andhra region of the Indian state of Andhra Pradesh. Machilipatnam is the administrative headquarters and Vijayawada is the most populated city in the district. It has an area of and had a population of 45,29,009 as per 2011 census of India. It is bounded by West Godavari on the east, Bay of Bengal on the South, Guntur and Suryapet districts in the west and a portion of it also borders with the state of Telangana. Krishna District is formed from District of Rajahmundry in 1859, Guntur district was separated from Krishna in 1904 to form Krishna district which was further divided in 1925, to Krishna and West Godavari districts.Krishna district is the most developed district in Andhra Pradesh.",te,True,99,Andhra Pradesh,ఆంధ్రప్రదేశ్,False,True
జూన్ నెలలో మొత్తం ఎన్ని రోజులు ఉంటాయి?,"June is the sixth month of the year in the Julian and Gregorian calendars, the second of four months to have a length of 30 days, and the third of five months to have a length of less than 31 days. June contains the summer solstice in the Northern Hemisphere, the day with the most daylight hours, and the winter solstice in the Southern Hemisphere, the day with the fewest daylight hours (excluding polar regions in both cases). June in the Northern Hemisphere is the seasonal equivalent to December in the Southern Hemisphere and vice versa. In the Northern Hemisphere, the beginning of the traditional astronomical summer is 21 June (meteorological summer begins on 1 June). In the Southern Hemisphere, meteorological winter begins on 1 June.",te,True,121,30,30,False,True
రక్షణ చిత్రాన్ని ఏ సంస్థ నిర్మించింది?,"Rakshana (translation: ""Protection"") is a 1993 Telugu action film based on a police backdrop, produced by Akkineni Venkat under the Annapurna Studios banner and directed by Uppalapati Narayana Rao. It stars Akkineni Nagarjuna and Shobhana playing lead roles, with music composed M. M. Keeravani. The film was recorded as average at the box office.",te,True,132,Annapurna Studios,అన్నపూర్ణ స్టూడియోస్,False,True
డాలీ రెబెక్కా పార్టన్ తల్లిదండ్రుల పేర్లు ఏంటి?,"Dolly Rebecca Parton was born January 19, 1946, in a one-room cabin on the banks of the Little Pigeon River in Pittman Center, Tennessee; a very small community located in Sevier County in the Great Smoky Mountains of East Tennessee. She is the fourth of twelve children born to Avie Lee Caroline (née Owens; 1923–2003) and Robert Lee Parton Sr. (1921–2000). Mr. Parton (known as ""Lee"") worked in the mountains of east Tennessee, first as a sharecropper, and later tending his own small farm and acreage. He also worked temporary side jobs to make ends meet. He could neither read nor write. Despite his lack of formal education, Parton has said that he was one of the smartest people she has known. Avie Lee was homemaker for the large family. Her eleven pregnancies (the tenth pregnancy being twins) in twenty years made her a mother of twelve at thirty five years of age. Often in poor health, she still managed to keep house and entertain her children with songs and tales of mountain folklore. Parton has long credited her father for her business savvy, and her mother's family for her musical abilities. 
While she was still very young, Dolly Parton's parents moved their growing family to a farm on nearby Locust Ridge. Most of Parton's cherished memories of youth happened while living there, and it was also the place for which she was inspired to write the song, ""My Tennessee Mountain Home"" in the 1970s. Parton would buy back the Locust Ridge property in the 1980s. Two of Parton's brothers are no longer living; Larry died shortly after birth in 1955, and Floyd died in 2018. ",te,True,279,Avie Lee Caroline (née Owens; 1923–2003) and Robert Lee Parton Sr,ఏవి లీ కరోలిన్ (జననం ఒవెన్స్; 19232003) మరియు రాబర్ట్ లీ పార్టన్ సీనియర్,False,True
పి. చిదంబరం ఎప్పుడు జన్మించాడు?,"Palaniappan Chidambaram (born 16 September 1945) is an Indian politician and attorney who currently serves as Member of Parliament, Rajya Sabha and formerly served as the Union Minister of Finance of India. Chidambaram is a corporate lawyer was and an important member of the last Congress-led government. He was the Finance Minister starting in May 2004 through 2014, except for a three and a half year stint – beginning November 2008 – as Home Minister, in the wake of the 2008 Mumbai terror attacks. Chidambaram returned as Finance Minister in July 2012, succeeding Pranab Mukherjee, who demitted office to become the President of India.",te,True,30,16 September 1945,"సెప్టెంబర్ 16, 1945",False,True
టెర్రీ జార్జ్ దర్శకత్వం వహించిన ది ప్రామిస్ చిత్రం ఎప్పుడు విడుదలైంది?,"""The Promise"" premiered on September 11, 2016, at the Toronto International Film Festival and was released in the United States on April 21, 2017, 102 years to the week of the Genocide, by Open Road Films. The film was a box office bomb, grossing just $12 million against its $90 million budget and losing the studio over $100 million, although the studio noted the main purpose of the film was to bring attention to the story, not make money.",te,True,131,"April 21, 2017","ఏప్రిల్ 21, 2017",False,True
చిలకమర్తి లక్ష్మీనరసింహం ఎక్కడ జన్మించాడు?,Chilakamarti Lakshmi Narasimham was born on 26 September 1867 in a Dravida Brahmin family of Aaraama Dravidulu Sect. He was born at Khandavalli village in West Godavari district at the residence of his maternal uncle. His father's name is Chilakamarti Venkanna and mother's name is Venkataratnamma and were residents of Veeravasaram village in West Godavari district.,te,True,132,Khandavalli village,ఖండవల్లి గ్రామం,False,True
